transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,status
35,206,2025-10-27 15:32:00,1839.18,EUR,Spain,Card Payment,Failed
36,329,2025-04-06 02:38:00,140.58,GBP,France,Card Payment,Failed
37,1009,2025-10-24 19:02:00,1240.67,USD,Germany,Cash Withdrawal,Completed
38,837,2025-12-09 22:20:00,481.18,EUR,Germany,Cash Withdrawal,Pending
39,1296,2025-02-07 00:29:00,1244.21,EUR,Spain,Card Payment,Failed
40,874,2025-09-17 08:08:00,1866.85,EUR,Senegal,Cash Withdrawal,Completed
41,647,2025-08-13 17:45:00,608.52,USD,Portugal,Card Payment,Failed
42,1227,2025-12-06 03:56:00,272.91,EUR,Senegal,Transfer,Completed
43,1155,2025-11-06 06:45:00,689.05,USD,Portugal,Cash Withdrawal,Failed
44,2002,2025-05-09 01:05:00,1270.4,EUR,United Kingdom,Card Payment,Completed
45,536,2025-11-23 08:10:00,1483.76,USD,Spain,Online Payment,Failed
46,40,2025-02-27 02:56:00,1383.58,USD,France,Card Payment,Completed
47,2386,2025-10-10 04:27:00,259.25,GBP,United Kingdom,Card Payment,Completed
48,861,2025-12-16 07:42:00,210.07,GBP,Spain,Transfer,Completed
49,666,2025-04-01 13:01:00,362.82,GBP,United Kingdom,Transfer,Completed
50,653,2025-12-26 03:24:00,1744.97,EUR,Germany,Transfer,Pending
51,1433,2025-06-06 07:14:00,52.21,GBP,France,Cash Withdrawal,Completed
52,285,2025-05-23 11:41:00,1021.26,USD,Portugal,Cash Withdrawal,Completed
53,473,2025-05-14 05:37:00,1925.26,EUR,United Kingdom,Card Payment,Failed
54,1780,2025-06-26 23:50:00,630.79,USD,Spain,Card Payment,Pending
55,2362,2025-04-08 08:02:00,1419.03,USD,Senegal,Transfer,Completed
56,1767,2025-02-05 21:58:00,663.75,USD,United Kingdom,Card Payment,Completed
57,2078,2025-06-08 21:26:00,655.73,GBP,Portugal,Transfer,Completed
58,1723,2025-12-07 12:43:00,1497.53,USD,France,Cash Withdrawal,Pending
59,2245,2025-01-01 09:18:00,424.31,USD,Spain,Cash Withdrawal,Pending
60,1810,2025-08-15 21:13:00,1024.79,EUR,Portugal,Card Payment,Completed
61,2112,2025-12-06 20:39:00,673.7,USD,France,Cash Withdrawal,Completed
62,816,2025-03-17 00:02:00,493.46,USD,Germany,Card Payment,Pending
63,1698,2025-11-19 18:12:00,1438.1,GBP,Germany,Online Payment,Completed
64,605,2025-12-02 22:00:00,1785.86,GBP,Senegal,Transfer,Completed
65,2851,2025-09-23 14:03:00,1117.02,GBP,Senegal,Transfer,Pending
66,2735,2025-09-29 17:38:00,638.01,USD,Germany,Online Payment,Failed
67,1827,2025-03-23 23:55:00,951.98,EUR,United Kingdom,Cash Withdrawal,Failed
68,1985,2025-11-17 07:17:00,882.55,GBP,Portugal,Transfer,Completed
69,1376,2025-06-13 17:05:00,281.06,GBP,France,Transfer,Completed
70,264,2025-08-01 13:21:00,1087.51,EUR,Germany,Transfer,Pending
71,1596,2025-10-27 22:01:00,1714.18,GBP,Spain,Online Payment,Completed
72,1441,2025-06-02 12:54:00,1783.82,USD,Germany,Transfer,Pending
73,899,2025-05-20 13:31:00,62.9,USD,United Kingdom,Online Payment,Completed
74,1915,2025-03-07 19:34:00,58.8,USD,Germany,Card Payment,Completed
75,2633,2025-08-08 04:55:00,926.09,GBP,Senegal,Online Payment,Completed
76,867,2025-08-21 10:21:00,1523.65,GBP,Germany,Online Payment,Completed
77,336,2025-08-29 00:47:00,1081.14,EUR,United Kingdom,Card Payment,Completed
78,128,2025-05-07 06:53:00,45.66,EUR,France,Transfer,Pending
79,2743,2025-02-28 18:13:00,932.74,GBP,United Kingdom,Transfer,Failed
80,2488,2025-02-28 05:19:00,220.66,GBP,Senegal,Online Payment,Pending
81,2929,2025-04-12 02:37:00,1382.78,EUR,Portugal,Card Payment,Completed
82,2803,2025-11-04 03:50:00,1967.77,GBP,Senegal,Online Payment,Completed
83,283,2025-09-17 20:21:00,30.24,GBP,Germany,Card Payment,Pending
84,1484,2025-11-22 14:45:00,310.22,USD,France,Cash Withdrawal,Failed
85,2205,2025-09-05 14:27:00,1652.34,GBP,Spain,Cash Withdrawal,Completed
86,355,2025-05-23 14:15:00,1502.2,USD,Spain,Online Payment,Completed
87,118,2025-09-11 10:11:00,977.66,GBP,United Kingdom,Cash Withdrawal,Completed
88,2442,2025-12-26 08:35:00,25.25,EUR,France,Transfer,Pending
89,2002,2025-10-12 07:44:00,954.81,GBP,Portugal,Online Payment,Completed
90,382,2025-05-31 07:25:00,1385.12,USD,United Kingdom,Cash Withdrawal,Pending
91,2268,2025-09-29 11:27:00,1993.28,GBP,Spain,Cash Withdrawal,Pending
92,1110,2025-06-06 08:14:00,245.71,GBP,France,Card Payment,Failed
93,2827,2025-04-05 06:13:00,1478.52,USD,United Kingdom,Cash Withdrawal,Completed
94,796,2025-06-01 07:23:00,362.99,USD,Senegal,Transfer,Completed
95,187,2025-01-28 17:18:00,1396.35,USD,France,Online Payment,Completed
96,51,2025-10-21 09:30:00,960.03,EUR,United Kingdom,Card Payment,Completed
97,1957,2025-02-28 02:25:00,986.03,USD,Spain,Card Payment,Completed
98,612,2025-10-16 09:05:00,1987.87,USD,Senegal,Online Payment,Failed
99,2442,2025-11-13 07:49:00,1047.53,GBP,Germany,Cash Withdrawal,Failed
100,1757,2025-06-06 18:39:00,125.16,EUR,Portugal,Transfer,Completed
101,1084,2025-12-05 02:10:00,483.53,EUR,Spain, card payment ,Completed
102,1674,2025-08-19 22:38:00,942.48,EUR,Senegal,Cash Withdrawal,Completed
103,2880,2025-08-21 02:43:00,470.68,USD,United Kingdom,Transfer,Pending
104,471,2025-10-06 07:41:00,302.23,EUR,United Kingdom,Card Payment,Completed
105,680,2025-06-07 19:47:00,1649.36,GBP,United Kingdom,Card Payment,Pending
106,2821,2025-06-05 22:25:00,1885.64,USD,Spain,Online Payment,Pending
107,330,2025-11-03 01:56:00,866.9,USD,United Kingdom,Cash Withdrawal,Completed
108,375,2025-04-28 21:53:00,1721.73,EUR,Spain,Cash Withdrawal,Failed
109,165,2025-03-31 15:33:00,1304.76,EUR,United Kingdom,Online Payment,Pending
110,374,2025-08-29 11:26:00,669.95,EUR,Portugal,Transfer,Completed
111,1687,2025-12-22 15:18:00,1326.85,USD,Germany,Card Payment,Pending
112,361,2025-06-11 08:20:00,236.26,USD,Germany,Card Payment,Failed
113,1893,2025-07-31 01:12:00,1039.29,GBP,Spain,Online Payment,Completed
114,834,2025-05-17 17:08:00,1855.71,USD,Germany,Online Payment,Completed
115,119,2025-11-19 19:51:00,482.4,GBP,France,Card Payment,Failed
116,1672,2025-02-17 07:53:00,1826.3,EUR,Germany,Transfer,Pending
117,2936,2025-05-30 16:45:00,550.48,GBP,Germany,Transfer,Pending
118,2258,2025-03-16 12:12:00,1844.13,USD,Spain,Transfer,Completed
119,1132,2025-08-01 10:59:00,1576.5,EUR,United Kingdom,Cash Withdrawal,Completed
120,2405,2025-10-24 21:31:00,1731.19,USD,Germany,Online Payment,Completed
121,1362,2025-10-10 17:24:00,913.41,EUR,United Kingdom,Transfer,Failed
122,1569,2025-04-30 13:02:00,639.76,USD,Germany,Online Payment,Pending
123,2719,2025-11-30 04:31:00,1929.82,USD,France,Cash Withdrawal,Completed
124,1804,2025-02-21 16:58:00,916.57,EUR,Portugal,Online Payment,Completed
125,307,2025-08-29 08:21:00,1248.4,USD,Germany,Card Payment,Completed
126,2763,2025-10-01 12:20:00,1255.46,USD,Germany,Card Payment,Failed
127,281,2025-05-01 20:43:00,1842.25,USD,France,Card Payment,Pending
128,404,2025-11-21 22:55:00,-205.51,USD,France,Cash Withdrawal,Completed
129,189,2025-06-16 01:18:00,720.13,EUR,Germany,Transfer,Failed
130,1688,2025-10-17 21:50:00,364.21,EUR,France,Online Payment,Failed
131,2799,2025-05-04 15:58:00,1168.4,GBP,France,Cash Withdrawal,Pending
132,1046,2025-12-08 00:57:00,1610.24,USD,United Kingdom,Transfer,Completed
133,1810,2025-06-26 18:19:00,1279.68,USD,Germany,Cash Withdrawal,Pending
134,1238,2025-04-12 12:54:00,969.0,GBP,France,Cash Withdrawal,Failed
135,1212,2025-12-25 09:01:00,1956.0,GBP,Portugal,Cash Withdrawal,Completed
136,2319,2025-12-18 23:03:00,1821.68,GBP,Portugal,Cash Withdrawal,Completed
137,2487,2025-06-30 07:40:00,384.31,USD,United Kingdom,Transfer,Completed
138,2571,2025-11-27 01:19:00,1578.28,USD,Senegal,Cash Withdrawal,Completed
139,370,2025-06-01 10:47:00,833.93,EUR,France,Cash Withdrawal,Failed
140,2056,2025-05-20 05:16:00,1828.53,GBP,Germany,Cash Withdrawal,Completed
141,1919,2025-02-08 04:48:00,1933.17,USD,Portugal,Online Payment,Failed
142,1499,2025-02-16 12:00:00,532.59,GBP,Senegal,Cash Withdrawal,Completed
143,2395,2025-07-15 20:23:00,221.15,GBP,France,Card Payment,Failed
144,2300,2025-06-17 19:14:00,1297.07,GBP,Portugal,Cash Withdrawal,Pending
145,478,2025-03-13 01:02:00,612.21,EUR,Germany,Card Payment,Completed
146,2202,2025-03-11 12:29:00,745.17,USD,Portugal,Online Payment,Failed
147,2977,2025-03-21 13:41:00,202.55,USD,Germany,Online Payment,Completed
148,135,2025-12-20 11:13:00,889.55,GBP,France,Card Payment,Completed
149,2231,2025-11-27 11:03:00,799.29,EUR,France,Online Payment,Completed
150,2715,2025-04-19 20:40:00,1196.31,EUR,, card payment ,Completed
151,516,2025-10-17 06:04:00,1660.49,EUR,Spain,Transfer,Completed
152,1346,2025-03-17 19:00:00,558.16,EUR,France,Cash Withdrawal,Completed
153,451,2025-12-05 00:08:00,34.65,USD,France,Cash Withdrawal,Completed
154,714,2025-05-16 01:08:00,1484.73,EUR,Spain,Card Payment,Pending
155,1837,2025-07-05 16:37:00,222.56,EUR,Spain, card payment ,Failed
156,1236,2025-08-23 20:01:00,126.35,GBP,Germany,Online Payment,Completed
157,2009,2025-12-31 14:04:00,1799.04,USD,United Kingdom,Transfer,Completed
158,517,2025-05-21 19:40:00,1172.8,GBP,Portugal,Online Payment,Failed
159,2174,2025-05-31 14:32:00,1212.83,USD,Senegal,Card Payment,Failed
160,2953,2025-04-21 13:28:00,1776.74,GBP,Germany,Online Payment,Pending
161,1704,2025-02-18 10:27:00,628.48,GBP,United Kingdom,Transfer,Pending
162,275,2025-02-16 02:05:00,866.59,USD,Portugal,Cash Withdrawal,Completed
163,2279,2025-01-31 18:35:00,1125.56,EUR,Portugal,Online Payment,Completed
164,2726,2025-08-05 23:03:00,1936.96,GBP,Spain,Cash Withdrawal,Completed
165,2368,2025-09-17 06:09:00,1315.19,EUR,France,Cash Withdrawal,Failed
166,1506,2025-02-28 08:36:00,456.19,USD,Germany,Card Payment,Failed
167,2695,2025-12-22 08:01:00,364.93,GBP,Portugal,Cash Withdrawal,Completed
168,26,2025-04-03 04:36:00,1316.4,EUR,Senegal,Card Payment,Completed
169,2173,2025-04-21 12:26:00,910.02,GBP,France,Cash Withdrawal,Completed
170,2325,2025-11-02 02:56:00,109.95,USD,,Card Payment,Completed
171,1115,2025-08-15 21:27:00,973.9,GBP,Germany,Cash Withdrawal,Completed
172,2099,2025-02-28 11:27:00,226.23,USD,Portugal,Online Payment,Failed
173,2733,2025-06-07 01:14:00,793.55,EUR,Spain,Card Payment,Completed
174,1235,2025-04-19 04:48:00,514.76,EUR,United Kingdom,Card Payment,Pending
175,1764,2025-03-31 04:24:00,1067.5,USD,France,Cash Withdrawal,Completed
176,1627,2025-01-22 13:01:00,922.21,GBP,Senegal,Online Payment,Failed
177,1657,2025-12-30 20:26:00,582.58,EUR,Germany,Cash Withdrawal,Completed
178,2532,2025-08-24 22:58:00,726.9,EUR,Germany,Transfer,Pending
179,2413,2025-07-25 16:05:00,794.55,USD,United Kingdom,Cash Withdrawal,Completed
180,1365,2025-03-28 02:32:00,1268.28,USD,Spain,Transfer,Completed
181,1439,2025-11-27 04:15:00,210.1,EUR,United Kingdom,Transfer,Failed
182,627,2025-12-02 02:11:00,1902.83,GBP,Portugal,Online Payment,Failed
183,2374,2025-08-18 21:59:00,1764.69,USD,Portugal,Cash Withdrawal,Completed
184,619,2025-08-14 02:30:00,887.21,GBP,United Kingdom,Card Payment,Completed
185,2079,2025-02-07 09:29:00,906.57,GBP,Senegal,Cash Withdrawal,Completed
186,2641,2025-02-16 19:38:00,1016.6,USD,Germany,Card Payment,Pending
187,2342,2025-11-30 06:20:00,1211.99,EUR,Spain,Card Payment,Pending
188,424,2025-06-25 22:05:00,1011.58,EUR,France,Transfer,Pending
189,1800,2025-09-26 16:39:00,321.7,GBP,United Kingdom,Online Payment,Pending
190,1386,2025-12-14 19:03:00,1579.51,GBP,Portugal,Card Payment,Completed
191,388,2025-10-13 21:24:00,571.87,USD,Portugal,Transfer,Completed
192,334,2025-10-26 21:09:00,1833.91,USD,United Kingdom,Online Payment,Completed
193,2438,2025-12-29 02:19:00,1120.05,GBP,Portugal,Transfer,Failed
194,383,2025-11-27 21:27:00,1019.43,GBP,Senegal,Cash Withdrawal,Completed
195,878,2025-06-24 15:12:00,456.95,EUR,France,Card Payment,Completed
196,415,2025-09-17 17:53:00,1478.59,EUR,Spain,Cash Withdrawal,Failed
197,537,2025-11-02 12:09:00,328.68,USD,Portugal,Transfer,Pending
198,179,2025-07-30 11:43:00,1440.57,USD,Germany,Cash Withdrawal,Pending
199,959,2025-10-01 07:19:00,1931.37,EUR,Germany,Cash Withdrawal,Failed
200,1805,2025-08-25 09:49:00,766.84,GBP,Spain,Transfer,Completed
201,2477,2025-03-12 08:03:00,1284.15,USD,United Kingdom,Card Payment,Failed
202,511,2025-05-26 02:48:00,324.82,USD,Germany,Transfer,Pending
203,376,2025-04-24 14:56:00,702.42,GBP,Senegal,Card Payment,Pending
204,2057,2025-07-11 07:24:00,1989.08,EUR,United Kingdom,Card Payment,Completed
205,406,2025-11-29 10:50:00,296.37,GBP,Senegal,Online Payment,Completed
206,2890,2025-08-29 14:39:00,15.48,EUR,Senegal,Cash Withdrawal,Completed
207,613,2025-10-08 23:38:00,1057.9,GBP,Senegal,Transfer,Completed
208,500,2025-01-25 07:26:00,1279.71,GBP,Spain,Card Payment,Completed
209,2048,2025-11-02 17:01:00,1265.75,EUR,Spain,Transfer,Completed
210,1759,2025-01-01 19:22:00,484.93,EUR,Germany,Card Payment,Failed
211,1478,2025-02-04 16:34:00,1017.12,USD,Spain,Card Payment,Pending
212,1926,2025-01-23 20:24:00,1962.17,USD,United Kingdom,Card Payment,Completed
213,277,2025-06-26 07:46:00,1315.92,USD,Senegal,Cash Withdrawal,Completed
214,182,2025-06-30 17:21:00,1627.95,USD,France,Online Payment,Pending
215,2588,2025-04-04 04:04:00,1433.51,EUR,Germany,Cash Withdrawal,Completed
216,180,2025-04-13 01:20:00,1867.08,GBP,Spain,Online Payment,Completed
217,150,2025-11-28 06:18:00,717.16,USD,Senegal,Cash Withdrawal,Completed
218,510,2025-07-08 13:56:00,803.04,GBP,Germany,Cash Withdrawal,Completed
219,2033,2025-12-21 15:23:00,1849.0,GBP,Spain,Card Payment,Pending
220,324,2025-08-09 19:52:00,365.01,GBP,United Kingdom,Card Payment,Completed
221,1344,2025-12-05 09:19:00,894.6,GBP,Portugal,Transfer,Pending
222,1440,2025-08-17 01:46:00,1740.72,USD,United Kingdom,Online Payment,Completed
223,2620,2025-01-30 02:42:00,1276.84,USD,United Kingdom,Transfer,Completed
224,585,2025-11-08 21:50:00,879.15,EUR,France,Transfer,Completed
225,1484,2025-07-16 18:02:00,1212.16,GBP,Portugal,Cash Withdrawal,Completed
226,1819,2025-02-09 18:08:00,1061.27,GBP,Germany,Cash Withdrawal,Completed
227,465,2025-01-14 23:11:00,1000.59,USD,Germany,Card Payment,Completed
228,1067,2025-12-27 14:13:00,1992.75,USD,United Kingdom,Online Payment,Completed
229,503,2025-03-11 02:28:00,349.45,GBP,Portugal,Card Payment,Completed
230,2736,2025-06-27 22:04:00,1102.24,GBP,United Kingdom,Transfer,Completed
231,1481,2025-09-18 07:07:00,1970.34,EUR,France,Online Payment,Completed
232,1479,2025-10-11 18:23:00,937.47,EUR,Spain,Card Payment,Completed
233,1267,2025-07-23 22:46:00,959.94,GBP,Germany,Card Payment,Completed
234,1299,2025-11-25 02:28:00,934.34,GBP,Spain,Transfer,Failed
235,2621,2025-10-28 05:49:00,1932.7,USD,Germany,Card Payment,Completed
236,2123,2025-03-20 09:10:00,328.12,EUR,Portugal,Cash Withdrawal,Failed
237,1164,2025-02-10 08:12:00,1271.94,GBP,Spain,Transfer,Completed
238,2517,2025-10-01 02:32:00,1283.77,USD,Spain,Transfer,Completed
239,2699,2025-11-16 23:57:00,1212.25,EUR,Spain,Card Payment,Completed
240,187,2025-11-25 18:16:00,1304.0,GBP,Spain,Card Payment,Pending
241,2569,2025-10-07 09:41:00,1913.52,EUR,Germany,Online Payment,Completed
242,1858,2025-02-07 22:03:00,320.37,GBP,Germany,Online Payment,Completed
243,1394,2025-11-07 04:20:00,1723.66,USD,United Kingdom,Cash Withdrawal,Pending
244,536,2025-07-09 16:35:00,216.84,GBP,France,Card Payment,Completed
245,1842,2025-05-07 04:06:00,105.96,USD,Germany,Online Payment,Completed
246,655,2025-06-17 18:46:00,628.87,GBP,France,Online Payment,Pending
247,1264,2025-09-12 00:05:00,1890.74,GBP,Spain,Transfer,Completed
248,2390,2025-06-30 01:03:00,566.31,USD,Spain,Online Payment,Completed
249,2199,2025-01-05 03:27:00,272.2,USD,United Kingdom,Cash Withdrawal,Pending
250,1499,2025-01-24 12:03:00,1142.71,GBP,France,Cash Withdrawal,Completed
251,1583,2025-09-16 14:48:00,1101.96,USD,Spain,Card Payment,Completed
252,397,2025-07-21 11:50:00,1973.64,GBP,,Transfer,Completed
253,2468,2025-09-18 12:32:00,85.31,EUR,Senegal,Cash Withdrawal,Pending
254,2128,2025-08-22 04:38:00,1786.8,GBP,France,Cash Withdrawal,Completed
255,1610,2025-11-12 23:53:00,601.97,USD,United Kingdom,Online Payment,Failed
256,1228,2025-09-01 00:23:00,665.82,GBP,Senegal,Cash Withdrawal,Completed
257,2445,2025-08-31 08:41:00,1566.89,USD,Spain,Transfer,Completed
258,2391,2025-09-03 05:33:00,1259.91,GBP,Spain,Transfer,Completed
259,130,2025-10-21 22:07:00,385.61,GBP,Germany,Online Payment,Completed
260,1692,2025-12-20 06:26:00,1006.13,GBP,Spain,Card Payment,Completed
261,2125,2025-04-17 17:20:00,1996.26,USD,Germany,Online Payment,Completed
262,710,2025-08-24 17:21:00,1094.82,USD,Portugal,Cash Withdrawal,Failed
263,1984,2025-04-09 07:17:00,1118.38,GBP,France,Cash Withdrawal,Completed
264,2828,2025-12-27 15:20:00,962.21,USD,Spain,Cash Withdrawal,Completed
265,500,2025-10-21 21:34:00,762.49,GBP,Germany,Transfer,Completed
266,173,2025-05-28 22:05:00,696.0,USD,Germany,Cash Withdrawal,Pending
267,877,2025-04-14 17:17:00,1866.38,GBP,Portugal,Transfer,Completed
268,2522,2025-10-28 07:15:00,106.28,EUR,Spain,Transfer,Completed
269,411,2025-07-31 10:45:00,947.45,EUR,Portugal,Card Payment,Failed
270,647,2025-07-28 20:59:00,1761.89,GBP,Germany,Transfer,Completed
271,1316,2025-05-27 20:03:00,1816.33,USD,Senegal,Transfer,Failed
272,2962,2025-01-20 05:26:00,1765.08,EUR,France,Online Payment,Pending
273,764,2025-05-29 01:00:00,600.29,EUR,Spain,Cash Withdrawal,Completed
274,1862,2025-11-25 17:33:00,990.36,USD,France,Online Payment,Completed
275,790,2025-02-27 10:10:00,1463.58,GBP,Portugal,Transfer,Completed
276,1381,2025-06-01 18:43:00,1515.78,USD,France,Online Payment,Pending
277,2111,2025-06-17 02:25:00,1340.17,EUR,France,Online Payment,Completed
278,1017,2025-01-04 08:24:00,474.86,GBP,United Kingdom,Cash Withdrawal,Failed
279,2961,2025-10-21 00:16:00,1309.1,EUR,Portugal,Card Payment,Completed
280,1907,2025-06-07 05:25:00,1373.72,GBP,Portugal,Card Payment,Completed
281,1506,2025-11-11 07:14:00,1914.93,EUR,Germany,Online Payment,Failed
282,1531,2025-08-01 22:35:00,1826.03,USD,Spain,Transfer,Completed
283,2787,2025-11-02 02:33:00,896.26,GBP,Portugal,Card Payment,Failed
284,460,2025-02-01 17:57:00,1013.45,USD,Spain,Transfer,Completed
285,1344,2025-09-24 14:07:00,1362.19,USD,Portugal,Online Payment,Completed
286,2091,2025-08-17 01:29:00,268.23,GBP,Germany,Card Payment,Failed
287,1894,2025-12-11 09:46:00,48.43,EUR,United Kingdom,Transfer,Failed
288,300,2025-01-24 13:22:00,1402.27,EUR,Spain,Card Payment,Pending
289,130,2025-05-27 13:11:00,1539.1,USD,Portugal,Online Payment,Completed
290,1567,2025-08-18 12:24:00,165.1,USD,Portugal,Transfer,Completed
291,486,2025-04-02 17:25:00,1060.04,EUR,,Card Payment,Completed
292,1223,2025-08-26 21:46:00,1091.17,GBP,Spain,Transfer,Completed
293,1887,2025-06-27 04:17:00,381.02,EUR,Portugal,Card Payment,Pending
294,2519,2025-01-09 07:13:00,139.25,EUR,Spain,Online Payment,Failed
295,2753,2025-12-27 01:15:00,1482.38,GBP,Germany,Transfer,Failed
296,890,2025-01-29 04:32:00,1987.0,USD,France,Cash Withdrawal,Failed
297,2450,2025-12-11 10:15:00,607.02,USD,France,Transfer,Pending
298,1231,2025-05-21 01:35:00,1897.3,EUR,Portugal,Online Payment,Failed
299,2031,2025-01-25 11:41:00,1344.33,GBP,Spain,Online Payment,Pending
300,612,2025-06-03 12:11:00,1510.06,EUR,Germany,Transfer,Completed
301,2899,2025-03-15 14:58:00,119.96,GBP,Germany,Transfer,Pending
302,995,2025-05-11 06:21:00,1295.18,GBP,Germany,Card Payment,Failed
303,2968,2025-04-08 01:17:00,757.45,USD,Spain,Card Payment,Completed
304,771,2025-10-28 23:42:00,1119.91,EUR,Germany,Cash Withdrawal,Completed
305,63,2025-04-19 06:47:00,239.05,EUR,Germany,Transfer,Pending
306,981,2025-10-10 10:49:00,569.7,USD,Germany,Cash Withdrawal,Completed
307,1072,2025-07-04 16:56:00,997.07,USD,Senegal,Online Payment,Completed
308,833,2025-07-09 10:26:00,96.2,USD,France,Transfer,Completed
309,1069,2025-10-11 18:37:00,1441.42,EUR,United Kingdom,Transfer,Completed
310,943,2025-07-14 18:53:00,495.23,USD,Spain,Cash Withdrawal,Completed
311,2002,2025-11-25 23:31:00,924.35,GBP,Portugal,Transfer,Completed
312,2951,2025-10-07 15:11:00,1834.21,USD,Spain,Card Payment,Failed
313,139,2025-02-08 21:03:00,1529.86,EUR,Germany,Transfer,Completed
314,2897,2025-03-19 00:13:00,1013.94,EUR,United Kingdom,Online Payment,Pending
315,65,2025-01-04 17:35:00,825.62,USD,Senegal,Cash Withdrawal,Failed
316,1175,2025-01-09 16:52:00,1397.23,EUR,Germany,Card Payment,Completed
317,2148,2025-03-18 07:12:00,1241.46,GBP,United Kingdom,Cash Withdrawal,Pending
318,324,2025-07-11 12:29:00,1132.18,EUR,Portugal,Cash Withdrawal,Completed
319,2678,2025-11-29 01:05:00,813.53,USD,Germany,Online Payment,Completed
320,2609,2025-01-05 22:10:00,169.96,USD,Germany,Cash Withdrawal,Failed
321,391,2025-09-28 01:14:00,426.78,USD,Portugal,Online Payment,Completed
322,191,2025-02-08 21:59:00,564.34,USD,Spain,Card Payment,Completed
323,1289,2025-01-09 06:37:00,292.66,GBP,Portugal,Card Payment,Completed
324,666,2025-10-16 07:36:00,1670.13,USD,Germany,Cash Withdrawal,Pending
325,574,2025-12-19 23:05:00,1004.08,EUR,United Kingdom,Card Payment,Pending
326,951,2025-02-08 10:38:00,1539.17,GBP,Spain,Cash Withdrawal,Completed
327,2598,2025-05-20 14:31:00,460.14,GBP,Spain,Online Payment,Completed
328,2785,2025-10-27 21:24:00,175.96,GBP,Spain,Transfer,Completed
329,337,2025-05-18 04:24:00,1424.8,EUR,Portugal,Online Payment,Completed
330,1478,2025-02-24 02:00:00,1886.21,GBP,Germany,Cash Withdrawal,Completed
331,543,2025-02-14 05:27:00,900.44,USD,Spain,Online Payment,Completed
332,108,2025-02-15 11:35:00,190.66,GBP,Spain,Online Payment,Completed
333,1196,2025-07-31 12:49:00,173.98,EUR,Spain,Transfer,Pending
334,695,2025-03-13 08:19:00,540.47,EUR,France,Transfer,Pending
335,1131,2025-08-04 09:30:00,1566.42,GBP,United Kingdom,Transfer,Pending
336,2433,2025-11-12 06:29:00,218.41,EUR,United Kingdom,Online Payment,Completed
337,2541,2025-07-14 10:28:00,672.8,USD,Portugal,Transfer,Completed
338,1314,2025-11-05 22:12:00,960.62,GBP,France,Cash Withdrawal,Completed
339,2847,2025-11-21 15:36:00,1565.04,GBP,United Kingdom,Cash Withdrawal,Pending
