user_id,event_date,country,acquisition_channel,visited,signed_up,verified,funded,active
42,2025-10-09,Senegal,Organic,1,0,0,0,0
43,2025-10-04,Senegal,Organic,1,0,0,0,0
44,2025-05-02,France,Referral,1,1,1,1,1
45,2025-07-14,Senegal,Referral,1,1,0,0,0
46,2025-08-21,United Kingdom,Referral,1,0,0,0,0
47,2025-10-12,Portugal,Referral,1,1,1,0,0
48,2025-10-24,Portugal,Email,1,1,1,1,1
49,2025-09-29,France,Organic,1,0,0,0,0
50,2025-02-11,France,Organic,1,1,1,1,1
51,2025-10-19,France,Email,1,1,1,1,1
52,2025-09-25,United Kingdom,Social Media,1,1,1,1,1
53,2025-12-10,Portugal,Social Media,1,1,0,0,0
54,2025-02-07,Senegal,Referral,1,1,1,1,1
55,2025-09-17,United Kingdom,Paid Search,1,0,0,0,0
56,2025-02-05,France,Social Media,1,1,1,1,1
57,2025-12-01,Spain,Organic,1,0,0,0,0
58,2025-10-11,United Kingdom,Organic,1,0,0,0,0
59,2025-03-10,United Kingdom,Organic,1,0,0,0,0
60,2025-10-11,France,Social Media,1,1,1,1,1
61,2025-05-16,Spain,Referral,1,1,0,0,0
62,2025-01-27,Senegal,Referral,1,0,0,0,0
63,2025-01-23,Senegal,Social Media,1,0,0,0,0
64,2025-11-23,United Kingdom,Paid Search,1,0,0,0,0
65,2025-10-10,Portugal,Referral,1,1,1,0,0
66,2025-12-20,France,Email,1,1,1,1,1
67,2025-01-22,United Kingdom,Social Media,1,0,0,0,0
68,2025-01-21,United Kingdom,Paid Search,1,0,0,0,0
69,2025-12-08,Senegal,Social Media,1,0,0,0,0
70,2025-07-28,Spain,Paid Search,1,0,0,0,0
71,2025-05-02,France,Paid Search,1,0,0,0,0
72,2025-01-13,France,Social Media,1,0,0,0,0
73,2025-07-30,Portugal,Paid Search,1,1,0,0,0
74,2025-02-25,Germany,Organic,1,0,0,0,0
75,2025-04-24,France,Referral,1,1,0,0,0
76,2025-04-27,France,Organic,1,0,0,0,0
77,2025-07-24,United Kingdom,Social Media,1,0,0,0,0
78,2025-05-23,United Kingdom,Email,1,1,0,0,0
79,2025-10-02,United Kingdom,Organic,1,1,0,0,0
80,2025-04-02,Spain,Social Media,1,1,1,1,1
81,2025-08-12,Spain,Email,1,1,0,0,0
82,2025-04-08,United Kingdom,Organic,1,0,0,0,0
83,2025-01-01,Spain,Email,1,0,0,0,0
84,2025-12-10,France,Social Media,1,1,0,0,0
85,2025-06-19,Spain,Social Media,1,0,0,0,0
86,2025-03-05,Portugal,Social Media,1,1,1,1,1
87,2025-10-11,France,Paid Search,1,1,0,0,0
88,2025-12-13,Portugal,Paid Search,1,1,1,1,1
89,2025-05-27,France,Referral,1,0,0,0,0
90,2025-11-07,Portugal,Social Media,1,1,1,1,1
91,2025-03-28,Portugal,Organic,1,1,1,0,0
92,2025-02-17,France,Social Media,1,1,1,1,1
93,2025-09-01,Spain,Organic,1,1,0,0,0
94,2025-10-22,France,Referral,1,1,1,0,0
95,2025-01-03,Senegal,Referral,1,1,0,0,0
96,2025-12-23,Spain,Referral,1,1,1,0,0
97,2025-08-22,France,Referral,1,0,0,0,0
98,2025-10-14,Spain,Social Media,1,0,0,0,0
99,2025-08-15,Spain,Email,1,1,0,0,0
100,2025-08-17,France,Referral,1,1,0,0,0
101,2025-11-23,United Kingdom,Email,1,1,1,1,1
102,2025-05-01,United Kingdom,Social Media,1,1,1,1,1
103,2025-12-22,France,Paid Search,1,1,1,1,1
104,2025-04-16,Germany,Referral,1,0,0,0,0
105,2025-10-27,Portugal,Organic,1,0,0,0,0
106,2025-10-22,Germany,Referral,1,1,1,0,0
107,2025-08-03,Spain,Email,1,0,0,0,0
108,2025-04-23,Germany,Paid Search,1,1,1,1,1
109,2025-07-27,Portugal,Paid Search,1,0,0,0,0
110,2025-03-07,Spain,Email,1,1,1,1,1
111,2025-11-26,Germany,Paid Search,1,0,0,0,0
112,2025-04-04,Senegal,Social Media,1,1,1,1,1
113,2025-07-14,United Kingdom,Referral,1,1,1,1,1
114,2025-06-29,France,Organic,1,0,0,0,0
115,2025-11-30,Senegal,Organic,1,0,0,0,0
116,2025-04-13,Senegal,Email,1,1,1,0,0
117,2025-10-16,France,Referral,1,0,0,0,0
118,2025-07-08,France,Email,1,1,1,1,0
119,2025-06-09,Senegal,Email,1,1,1,0,0
120,2025-07-12,Germany,Paid Search,1,1,1,0,0
121,2025-02-22,Portugal,Social Media,1,0,0,0,0
122,2025-11-04,Senegal,Email,1,0,0,0,0
123,2025-06-27,Spain,Referral,1,0,0,0,0
124,2025-02-05,Spain,Social Media,1,1,1,1,1
125,2025-07-05,Portugal,Referral,1,0,0,0,0
126,2025-08-11,France,Email,1,0,0,0,0
127,2025-05-19,Spain,Email,1,0,0,0,0
128,2025-08-27,Germany,Email,1,1,0,0,0
129,2025-02-14,United Kingdom,Referral,1,1,1,0,0
130,2025-07-14,United Kingdom,Organic,1,1,1,1,1
131,2025-05-13,United Kingdom,Social Media,1,0,0,0,0
132,2025-12-26,United Kingdom,Email,1,1,0,0,0
133,2025-02-13,France,Referral,1,1,0,0,0
134,2025-12-20,Germany,Referral,1,1,1,1,1
135,2025-05-05,United Kingdom,Email,1,1,1,1,0
136,2025-10-09,United Kingdom,Social Media,1,0,0,0,0
137,2025-05-19,United Kingdom,Social Media,1,1,1,1,1
138,2025-12-20,France,Paid Search,1,1,1,0,0
139,2025-09-26,Spain,Social Media,1,0,0,0,0
140,2025-04-10,United Kingdom,Paid Search,1,1,1,0,0
141,2025-03-06,United Kingdom,Organic,1,0,0,0,0
142,2025-10-11,United Kingdom,Paid Search,1,1,0,0,0
143,2025-02-22,Senegal,Email,1,1,1,1,0
144,2025-05-10,Germany,Organic,1,0,0,0,0
145,2025-07-25,Germany,Organic,1,1,1,1,0
146,2025-06-05,Senegal,Paid Search,1,1,0,0,0
147,2025-11-07,Spain,Email,1,1,1,1,1
148,2025-10-29,Germany,Social Media,1,1,1,0,0
149,2025-02-20,France,Paid Search,1,1,1,1,1
150,2025-03-22,Senegal,Referral,1,1,1,1,1
151,2025-12-28,United Kingdom,Referral,1,1,1,1,1
152,2025-10-29,Portugal,Paid Search,1,1,1,0,0
153,2025-05-17,France,Organic,1,1,0,0,0
154,2025-11-01,Portugal,Email,1,0,0,0,0
155,2025-08-13,Senegal,Referral,1,0,0,0,0
156,2025-12-25,Germany,Social Media,1,1,1,1,1
157,2025-08-10,Portugal,Social Media,1,1,1,1,1
158,2025-10-22,Spain,Organic,1,0,0,0,0
159,2025-12-11,United Kingdom,Email,1,1,0,0,0
160,2025-08-29,Spain,Referral,1,0,0,0,0
161,2025-04-03,Spain,Referral,1,1,1,1,1
162,2025-06-20,United Kingdom,Organic,1,0,0,0,0
163,2025-06-18,Germany,Referral,1,1,0,0,0
164,2025-10-09,Senegal,Referral,1,1,1,1,1
165,2025-09-21,Senegal,Email,1,1,1,1,1
166,2025-09-13,Portugal,Referral,1,0,0,0,0
167,2025-04-15,United Kingdom,Email,1,1,1,0,0
168,2025-09-06,Senegal,Organic,1,0,0,0,0
169,2025-11-08,France,Paid Search,1,1,1,1,1
170,2025-02-28,Germany,Organic,1,1,1,0,0
171,2025-05-30,Spain,Social Media,1,1,1,1,1
172,2025-03-16,Germany,Paid Search,1,0,0,0,0
173,2025-09-18,Portugal,Paid Search,1,0,0,0,0
174,2025-05-22,Germany,Social Media,1,0,0,0,0
175,2025-09-17,United Kingdom,Organic,1,1,1,1,0
176,2025-09-08,France,Referral,1,1,1,1,1
177,2025-08-22,United Kingdom,Paid Search,1,0,0,0,0
178,2025-05-03,Spain,Referral,1,1,0,0,0
179,2025-01-23,United Kingdom,Referral,1,0,0,0,0
180,2025-07-15,Germany,Paid Search,1,1,1,1,1
181,2025-02-21,Germany,Organic,1,1,1,0,0
182,2025-07-29,Portugal,Paid Search,1,1,0,0,0
183,2025-05-16,United Kingdom,Email,1,0,0,0,0
184,2025-11-29,Senegal,Social Media,1,0,0,0,0
185,2025-10-01,Germany,Social Media,1,1,0,0,0
186,2025-09-07,Spain,Organic,1,1,1,0,0
187,2025-05-28,France,Organic,1,1,1,0,0
188,2025-02-21,Germany,Paid Search,1,0,0,0,0
189,2025-01-15,Senegal,Social Media,1,0,0,0,0
190,2025-05-31,United Kingdom,Social Media,1,1,1,1,1
191,2025-04-03,France,Paid Search,1,1,0,0,0
192,2025-11-14,Portugal,Paid Search,1,1,1,1,1
193,2025-08-24,United Kingdom,Organic,1,0,0,0,0
194,2025-08-27,United Kingdom,Email,1,1,1,1,1
195,2025-11-24,Germany,Social Media,1,1,1,0,0
196,2025-09-05,Senegal,Paid Search,1,1,1,1,1
197,2025-01-12,Portugal,Referral,1,1,1,0,0
198,2025-01-26,Spain,Referral,1,0,0,0,0
199,2025-05-27,France,Email,1,0,0,0,0
200,2025-04-23,Portugal,Paid Search,1,1,1,0,0
201,2025-12-04,Portugal,Paid Search,1,1,0,0,0
202,2025-11-27,Senegal,Social Media,1,0,0,0,0
203,2025-01-18,Spain,Social Media,1,0,0,0,0
204,2025-02-16,United Kingdom,Social Media,1,0,0,0,0
205,2025-03-31,France,Paid Search,1,0,0,0,0
206,2025-07-07,Spain,Email,1,0,0,0,0
207,2025-03-26,United Kingdom,Referral,1,0,0,0,0
208,2025-06-01,Portugal,Social Media,1,0,0,0,0
209,2025-08-28,Senegal,Paid Search,1,0,0,0,0
210,2025-04-26,Portugal,Referral,1,0,0,0,0
211,2025-10-13,United Kingdom,Organic,1,0,0,0,0
212,2025-01-08,United Kingdom,Email,1,1,1,0,0
213,2025-05-15,Spain,Referral,1,0,0,0,0
214,2025-07-10,Senegal,Paid Search,1,1,1,0,0
215,2025-06-17,Spain,Paid Search,1,1,1,1,1
216,2025-11-29,Germany,Organic,1,1,0,0,0
217,2025-06-05,Germany,Organic,1,1,0,0,0
218,2025-03-11,Germany,Referral,1,1,0,0,0
219,2025-12-23,Spain,Referral,1,1,1,0,0
220,2025-12-02,Senegal,Referral,1,1,0,0,0
221,2025-05-24,Senegal,Social Media,1,1,1,1,1
222,2025-12-18,United Kingdom,Email,1,0,0,0,0
223,2025-11-27,United Kingdom,Organic,1,1,1,1,0
224,2025-08-21,Senegal,Paid Search,1,1,1,1,1
225,2025-05-05,France,Email,1,1,0,0,0
226,2025-10-11,France,Email,1,1,0,0,0
227,2025-06-18,France,Email,1,1,0,0,0
228,2025-03-16,France,Email,1,1,1,0,0
229,2025-01-14,France,Organic,1,1,0,0,0
230,2025-10-29,United Kingdom,Organic,1,1,1,0,0
231,2025-09-27,Senegal,Organic,1,1,0,0,0
232,2025-09-20,Spain,Organic,1,1,1,0,0
233,2025-12-04,Spain,Social Media,1,1,0,0,0
234,2025-02-01,Germany,Referral,1,1,1,0,0
235,2025-08-16,Senegal,Organic,1,1,1,1,1
236,2025-10-27,Spain,Social Media,1,1,1,1,1
237,2025-08-09,Senegal,Organic,1,0,0,0,0
238,2025-11-30,Spain,Paid Search,1,1,0,0,0
239,2025-07-31,United Kingdom,Referral,1,1,1,1,1
240,2025-05-11,United Kingdom,Paid Search,1,0,0,0,0
241,2025-08-31,Senegal,Organic,1,0,0,0,0
242,2025-02-17,Germany,Organic,1,0,0,0,0
243,2025-07-10,France,Email,1,1,0,0,0
244,2025-10-15,United Kingdom,Organic,1,1,0,0,0
245,2025-08-05,Portugal,Organic,1,0,0,0,0
246,2025-11-04,United Kingdom,Social Media,1,1,1,1,1
247,2025-02-25,United Kingdom,Email,1,1,0,0,0
248,2025-10-21,France,Referral,1,0,0,0,0
249,2025-11-15,Spain,Email,1,1,0,0,0
250,2025-12-22,United Kingdom,Organic,1,1,1,1,1
251,2025-01-04,France,Paid Search,1,1,1,1,1
252,2025-01-16,Senegal,Email,1,1,1,1,1
253,2025-06-16,Spain,Email,1,1,1,1,1
254,2025-12-12,Senegal,Social Media,1,1,1,0,0
255,2025-08-01,United Kingdom,Paid Search,1,0,0,0,0
256,2025-02-28,United Kingdom,Referral,1,1,1,1,1
257,2025-06-07,Senegal,Paid Search,1,1,1,1,1
258,2025-04-19,France,Social Media,1,1,1,1,1
259,2025-03-08,Germany,Email,1,0,0,0,0
260,2025-09-14,Spain,Social Media,1,1,0,0,0
261,2025-01-22,Germany,Organic,1,1,1,1,1
262,2025-07-27,Portugal,Referral,1,1,1,0,0
263,2025-03-29,Spain,Referral,1,0,0,0,0
264,2025-07-05,Senegal,Referral,1,0,0,0,0
265,2025-05-05,Germany,Email,1,1,1,0,0
266,2025-06-23,France,Social Media,1,0,0,0,0
267,2025-02-09,Spain,Organic,1,1,1,0,0
268,2025-06-29,Portugal,Paid Search,1,1,1,1,1
269,2025-12-02,Senegal,Paid Search,1,0,0,0,0
270,2025-11-18,Germany,Referral,1,0,0,0,0
271,2025-10-24,Germany,Email,1,1,0,0,0
272,2025-06-15,Portugal,Social Media,1,1,1,1,1
273,2025-05-21,Spain,Organic,1,1,1,1,1
274,2025-07-08,United Kingdom,Organic,1,1,0,0,0
275,2025-02-16,Spain,Email,1,1,1,1,1
276,2025-01-22,Germany,Email,1,0,0,0,0
277,2025-06-14,Spain,Referral,1,1,0,0,0
278,2025-08-19,Senegal,Social Media,1,0,0,0,0
279,2025-02-13,Spain,Paid Search,1,1,1,0,0
280,2025-09-26,Spain,Email,1,1,1,1,1
281,2025-06-23,Portugal,Email,1,1,1,1,1
282,2025-10-13,Portugal,Referral,1,1,1,0,0
283,2025-11-05,France,Social Media,1,1,1,0,0
284,2025-06-08,Portugal,Referral,1,1,1,1,1
285,2025-11-26,United Kingdom,Paid Search,1,0,0,0,0
286,2025-12-17,Spain,Organic,1,1,1,1,1
287,2025-04-03,France,Social Media,1,0,0,0,0
288,2025-09-06,France,Paid Search,1,0,0,0,0
289,2025-03-21,Senegal,Social Media,1,0,0,0,0
290,2025-02-21,Spain,Email,1,0,0,0,0
291,2025-09-27,Senegal,Social Media,1,0,0,0,0
292,2025-11-13,France,Email,1,1,1,0,0
293,2025-11-16,France,Referral,1,1,1,0,0
294,2025-08-16,Spain,Social Media,1,0,0,0,0
295,2025-08-18,France,Email,1,1,0,0,0
296,2025-08-29,France,Social Media,1,0,0,0,0
297,2025-10-20,Germany,Referral,1,0,0,0,0
298,2025-07-15,Spain,Email,1,1,1,1,1
299,2025-05-09,Senegal,Referral,1,0,0,0,0
300,2025-10-11,Senegal,Email,1,0,0,0,0
301,2025-05-26,Senegal,Paid Search,1,1,0,0,0
302,2025-03-17,Germany,Organic,1,0,0,0,0
303,2025-04-24,Germany,Social Media,1,0,0,0,0
304,2025-08-01,Senegal,Referral,1,1,1,0,0
305,2025-07-11,France,Organic,1,1,1,0,0
306,2025-06-21,France,Paid Search,1,1,0,0,0
307,2025-08-30,Portugal,Paid Search,1,0,0,0,0
308,2025-08-29,Germany,Email,1,1,1,1,0
309,2025-10-08,Portugal,Email,1,1,1,1,1
310,2025-01-25,France,Referral,1,1,1,1,0
311,2025-09-13,Spain,Email,1,1,1,1,1
312,2025-08-08,Senegal,Email,1,1,1,1,1
313,2025-09-26,United Kingdom,Organic,1,0,0,0,0
314,2025-10-06,Spain,Email,1,1,1,1,1
315,2025-07-11,United Kingdom,Organic,1,1,1,1,1
316,2025-02-23,Spain,Social Media,1,1,1,1,1
317,2025-12-17,Germany,Referral,1,1,0,0,0
318,2025-02-02,Portugal,Referral,1,1,1,0,0
319,2025-01-22,United Kingdom,Social Media,1,1,0,0,0
320,2025-10-06,Germany,Social Media,1,1,1,1,0
321,2025-01-25,Portugal,Social Media,1,1,0,0,0
322,2025-08-12,Germany,Referral,1,0,0,0,0
323,2025-07-17,United Kingdom,Paid Search,1,1,1,0,0
324,2025-09-23,United Kingdom,Organic,1,0,0,0,0
325,2025-02-10,Germany,Email,1,0,0,0,0
326,2025-04-03,Spain,Social Media,1,1,1,0,0
327,2025-06-06,Germany,Email,1,0,0,0,0
328,2025-03-27,Portugal,Referral,1,1,1,0,0
329,2025-06-30,Spain,Referral,1,1,0,0,0
330,2025-01-30,Senegal,Referral,1,1,0,0,0
331,2025-12-14,France,Organic,1,1,1,0,0
332,2025-01-18,France,Organic,1,1,1,1,0
333,2025-01-17,Spain,Paid Search,1,0,0,0,0
334,2025-07-09,United Kingdom,Referral,1,0,0,0,0
335,2025-10-21,France,Email,1,1,1,1,0
336,2025-01-14,Portugal,Paid Search,1,1,1,1,1
337,2025-05-14,Portugal,Referral,1,1,1,0,0
338,2025-09-09,France,Organic,1,1,1,1,1
339,2025-02-14,Portugal,Social Media,1,0,0,0,0
340,2025-12-30,Senegal,Email,1,1,0,0,0
341,2025-03-22,Portugal,Paid Search,1,0,0,0,0
342,2025-09-18,France,Organic,1,0,0,0,0
343,2025-03-13,France,Referral,1,1,1,1,0
344,2025-10-10,France,Email,1,0,0,0,0
345,2025-02-03,United Kingdom,Referral,1,0,0,0,0
346,2025-09-03,Spain,Referral,1,0,0,0,0
347,2025-10-22,Senegal,Paid Search,1,0,0,0,0
348,2025-11-25,Senegal,Referral,1,1,1,1,0
349,2025-10-10,Portugal,Email,1,1,0,0,0
350,2025-08-10,Spain,Organic,1,0,0,0,0
351,2025-09-23,France,Social Media,1,1,1,0,0
352,2025-06-27,Spain,Social Media,1,0,0,0,0
353,2025-05-09,France,Email,1,1,1,0,0
354,2025-02-17,Spain,Paid Search,1,1,1,1,1
355,2025-11-06,United Kingdom,Email,1,1,0,0,0
356,2025-02-11,Senegal,Email,1,1,1,1,1
357,2025-01-16,Germany,Email,1,1,0,0,0
358,2025-09-05,France,Referral,1,1,1,1,1
359,2025-09-05,Germany,Paid Search,1,1,1,0,0
360,2025-06-13,Portugal,Social Media,1,0,0,0,0
361,2025-03-08,United Kingdom,Email,1,1,1,1,1
362,2025-05-07,France,Organic,1,1,0,0,0
363,2025-11-12,Germany,Paid Search,1,0,0,0,0
364,2025-03-23,United Kingdom,Email,1,0,0,0,0
365,2025-04-08,France,Referral,1,0,0,0,0
366,2025-08-28,Germany,Social Media,1,1,1,1,1
367,2025-05-04,France,Email,1,1,1,1,0
368,2025-12-01,Portugal,Referral,1,1,1,1,1
369,2025-05-16,Portugal,Social Media,1,0,0,0,0
370,2025-07-07,Senegal,Referral,1,1,1,1,1
371,2025-07-17,Spain,Referral,1,0,0,0,0
372,2025-05-24,Spain,Email,1,1,0,0,0
373,2025-07-21,United Kingdom,Social Media,1,1,1,1,1
374,2025-07-25,Spain,Organic,1,1,1,1,1
375,2025-08-22,France,Email,1,0,0,0,0
376,2025-03-13,United Kingdom,Email,1,1,1,0,0
377,2025-06-03,Spain,Social Media,1,1,1,1,1
378,2025-09-01,Senegal,Social Media,1,1,1,1,1
379,2025-12-19,Portugal,Organic,1,1,1,0,0
380,2025-10-24,Spain,Paid Search,1,0,0,0,0
381,2025-10-26,Germany,Paid Search,1,1,1,0,0
382,2025-07-14,France,Paid Search,1,1,0,0,0
383,2025-02-26,France,Organic,1,1,1,1,1
384,2025-09-14,Spain,Referral,1,0,0,0,0
385,2025-02-01,Portugal,Paid Search,1,1,1,0,0
386,2025-09-02,Spain,Referral,1,1,1,0,0
387,2025-06-25,Spain,Social Media,1,0,0,0,0
388,2025-12-15,Portugal,Social Media,1,1,1,1,1
389,2025-04-26,United Kingdom,Social Media,1,0,0,0,0
390,2025-12-20,Portugal,Referral,1,1,1,0,0
391,2025-05-21,United Kingdom,Organic,1,1,1,0,0
392,2025-07-22,United Kingdom,Paid Search,1,1,1,0,0
393,2025-06-27,Germany,Social Media,1,0,0,0,0
394,2025-04-20,France,Email,1,1,1,1,1
395,2025-10-28,France,Paid Search,1,1,0,0,0
396,2025-04-26,Portugal,Paid Search,1,1,1,0,0
397,2025-02-21,Portugal,Paid Search,1,1,1,0,0
398,2025-07-28,Portugal,Referral,1,1,1,0,0
399,2025-06-14,United Kingdom,Organic,1,0,0,0,0
400,2025-02-15,Portugal,Email,1,1,1,0,0
401,2025-01-20,France,Referral,1,0,0,0,0
402,2025-04-01,Senegal,Referral,1,0,0,0,0
403,2025-04-06,Portugal,Social Media,1,0,0,0,0
404,2025-01-05,United Kingdom,Email,1,1,0,0,0
405,2025-06-21,United Kingdom,Referral,1,0,0,0,0
406,2025-10-06,Spain,Referral,1,0,0,0,0
407,2025-03-10,Spain,Referral,1,1,0,0,0
408,2025-06-19,France,Referral,1,1,1,1,1
409,2025-06-01,Spain,Paid Search,1,1,0,0,0
410,2025-07-27,Germany,Email,1,1,1,1,0
411,2025-09-02,United Kingdom,Paid Search,1,1,1,1,1
412,2025-06-18,United Kingdom,Email,1,0,0,0,0
413,2025-01-06,United Kingdom,Social Media,1,0,0,0,0
414,2025-02-01,Portugal,Organic,1,1,1,0,0
415,2025-12-27,United Kingdom,Organic,1,1,0,0,0
416,2025-07-08,Spain,Paid Search,1,1,1,1,1
417,2025-11-07,United Kingdom,Referral,1,0,0,0,0
418,2025-08-30,Spain,Paid Search,1,0,0,0,0
419,2025-12-15,Spain,Organic,1,1,1,1,0
420,2025-02-27,Senegal,Email,1,0,0,0,0
421,2025-04-14,Spain,Email,1,1,1,1,1
422,2025-04-16,Portugal,Email,1,1,0,0,0
423,2025-08-17,Senegal,Referral,1,1,1,1,1
424,2025-12-11,United Kingdom,Organic,1,1,0,0,0
425,2025-04-22,Spain,Organic,1,1,1,1,0
426,2025-02-05,Germany,Organic,1,1,1,1,1
427,2025-11-27,Germany,Social Media,1,0,0,0,0
428,2025-07-15,Germany,Referral,1,1,1,0,0
429,2025-10-04,France,Social Media,1,1,0,0,0
430,2025-07-21,Spain,Paid Search,1,0,0,0,0
431,2025-04-25,Senegal,Organic,1,0,0,0,0
432,2025-08-26,Portugal,Email,1,1,1,1,1
433,2025-03-21,United Kingdom,Paid Search,1,0,0,0,0
434,2025-02-27,Senegal,Referral,1,1,0,0,0
435,2025-01-09,France,Paid Search,1,1,1,1,1
436,2025-01-25,France,Organic,1,1,1,1,0
437,2025-01-29,France,Email,1,0,0,0,0
438,2025-04-30,Portugal,Email,1,1,1,0,0
439,2025-06-14,France,Social Media,1,0,0,0,0
440,2025-12-05,Spain,Paid Search,1,1,1,1,1
441,2025-03-31,Portugal,Referral,1,1,1,1,1
442,2025-07-15,Spain,Social Media,1,0,0,0,0
443,2025-07-29,France,Social Media,1,1,0,0,0
444,2025-08-31,France,Paid Search,1,1,1,0,0
445,2025-01-30,Spain,Referral,1,0,0,0,0
446,2025-10-13,Spain,Paid Search,1,1,1,1,1
447,2025-08-19,United Kingdom,Organic,1,1,0,0,0
448,2025-01-27,United Kingdom,Referral,1,0,0,0,0
449,2025-11-05,Senegal,Organic,1,1,0,0,0
450,2025-12-10,Spain,Paid Search,1,1,0,0,0
451,2025-06-20,United Kingdom,Organic,1,1,1,0,0
452,2025-09-03,France,Email,1,0,0,0,0
453,2025-07-23,France,Email,1,1,1,1,1
454,2025-06-07,United Kingdom,Social Media,1,1,1,1,0
455,2025-08-29,United Kingdom,Paid Search,1,1,1,1,1
456,2025-03-16,Senegal,Social Media,1,1,1,0,0
457,2025-06-01,France,Paid Search,1,1,1,0,0
458,2025-09-13,Spain,Social Media,1,1,0,0,0
459,2025-11-25,Portugal,Referral,1,1,1,1,1
460,2025-10-07,Germany,Paid Search,1,0,0,0,0
461,2025-10-05,Portugal,Organic,1,1,0,0,0
462,2025-02-08,Portugal,Organic,1,0,0,0,0
463,2025-07-31,France,Paid Search,1,1,1,1,1
464,2025-01-31,Spain,Email,1,0,0,0,0
465,2025-12-04,Germany,Organic,1,1,1,1,1
466,2025-05-21,Spain,Social Media,1,1,0,0,0
467,2025-12-12,Germany,Paid Search,1,1,1,1,1
468,2025-09-27,United Kingdom,Social Media,1,1,1,1,1
469,2025-10-17,France,Paid Search,1,1,0,0,0
470,2025-02-11,Portugal,Organic,1,1,1,1,1
471,2025-01-05,Portugal,Paid Search,1,1,0,0,0
472,2025-11-27,United Kingdom,Email,1,0,0,0,0
473,2025-02-18,Spain,Organic,1,1,0,0,0
474,2025-12-21,Spain,Referral,1,1,0,0,0
475,2025-12-17,United Kingdom,Email,1,1,1,0,0
476,2025-06-11,Senegal,Paid Search,1,1,0,0,0
477,2025-12-31,Germany,Organic,1,1,1,1,0
478,2025-12-13,Spain,Social Media,1,1,1,0,0
479,2025-12-19,Portugal,Organic,1,1,0,0,0
480,2025-01-28,Senegal,Referral,1,1,1,0,0
481,2025-11-11,Spain,Referral,1,0,0,0,0
482,2025-06-17,Senegal,Social Media,1,0,0,0,0
483,2025-08-19,Germany,Paid Search,1,1,0,0,0
484,2025-08-10,France,Email,1,0,0,0,0
485,2025-02-13,Spain,Social Media,1,0,0,0,0
486,2025-02-07,Senegal,Social Media,1,1,1,0,0
487,2025-07-19,United Kingdom,Social Media,1,1,1,1,1
488,2025-05-19,Senegal,Paid Search,1,1,1,1,1
489,2025-02-22,Senegal,Organic,1,1,1,1,1
490,2025-07-17,Senegal,Social Media,1,1,0,0,0
491,2025-10-14,France,Email,1,1,1,1,1
492,2025-05-18,Germany,Paid Search,1,1,1,1,1
493,2025-02-09,United Kingdom,Social Media,1,0,0,0,0
494,2025-11-17,Germany,Email,1,1,1,1,1
495,2025-07-22,United Kingdom,Email,1,1,0,0,0
496,2025-08-14,United Kingdom,Referral,1,0,0,0,0
497,2025-11-30,Spain,Paid Search,1,1,1,0,0
498,2025-09-03,United Kingdom,Paid Search,1,0,0,0,0
499,2025-06-13,United Kingdom,Referral,1,0,0,0,0
500,2025-05-05,United Kingdom,Referral,1,1,0,0,0
